apple_image,blueberry_image,cherry_image,corn_image,gatekeeper_image,grape_image,orange_image,peach_image,pepper_image,potato_image,raspberry_image,soybean_image,strawberry_image,tomato_image,yield
apple_097.jpg,blueberry_097.jpg,cherry_097.jpg,corn_097.jpg,gatekeeper_097.jpg,grape_097.jpg,orange_097.jpg,peach_097.jpg,pepper_097.jpg,potato_097.jpg,raspberry_097.jpg,soybean_097.jpg,strawberry_097.jpg,tomato_097.jpg,8.5
apple_098.jpg,blueberry_098.jpg,cherry_098.jpg,corn_098.jpg,gatekeeper_098.jpg,grape_098.jpg,orange_098.jpg,peach_098.jpg,pepper_098.jpg,potato_098.jpg,raspberry_098.jpg,soybean_098.jpg,strawberry_098.jpg,tomato_098.jpg,8.5
apple_099.jpg,blueberry_099.jpg,cherry_099.jpg,corn_099.jpg,gatekeeper_099.jpg,grape_099.jpg,orange_099.jpg,peach_099.jpg,pepper_099.jpg,potato_099.jpg,raspberry_099.jpg,soybean_099.jpg,strawberry_099.jpg,tomato_099.jpg,8.5
apple_100.jpg,blueberry_100.jpg,cherry_100.jpg,corn_100.jpg,gatekeeper_100.jpg,grape_100.jpg,orange_100.jpg,peach_100.jpg,pepper_100.jpg,potato_100.jpg,raspberry_100.jpg,soybean_100.jpg,strawberry_100.jpg,tomato_100.jpg,8.5
apple_101.jpg,blueberry_101.jpg,cherry_101.jpg,corn_101.jpg,gatekeeper_101.jpg,grape_101.jpg,orange_101.jpg,peach_101.jpg,pepper_101.jpg,potato_101.jpg,raspberry_101.jpg,soybean_101.jpg,strawberry_101.jpg,tomato_101.jpg,8.5
apple_102.jpg,blueberry_102.jpg,cherry_102.jpg,corn_102.jpg,gatekeeper_102.jpg,grape_102.jpg,orange_102.jpg,peach_102.jpg,pepper_102.jpg,potato_102.jpg,raspberry_102.jpg,soybean_102.jpg,strawberry_102.jpg,tomato_102.jpg,8.5
apple_103.jpg,blueberry_103.jpg,cherry_103.jpg,corn_103.jpg,gatekeeper_103.jpg,grape_103.jpg,orange_103.jpg,peach_103.jpg,pepper_103.jpg,potato_103.jpg,raspberry_103.jpg,soybean_103.jpg,strawberry_103.jpg,tomato_103.jpg,8.5
apple_104.jpg,blueberry_104.jpg,cherry_104.jpg,corn_104.jpg,gatekeeper_104.jpg,grape_104.jpg,orange_104.jpg,peach_104.jpg,pepper_104.jpg,potato_104.jpg,raspberry_104.jpg,soybean_104.jpg,strawberry_104.jpg,tomato_104.jpg,8.5
apple_105.jpg,blueberry_105.jpg,cherry_105.jpg,corn_105.jpg,gatekeeper_105.jpg,grape_105.jpg,orange_105.jpg,peach_105.jpg,pepper_105.jpg,potato_105.jpg,raspberry_105.jpg,soybean_105.jpg,strawberry_105.jpg,tomato_105.jpg,8.5
apple_106.jpg,blueberry_106.jpg,cherry_106.jpg,corn_106.jpg,gatekeeper_106.jpg,grape_106.jpg,orange_106.jpg,peach_106.jpg,pepper_106.jpg,potato_106.jpg,raspberry_106.jpg,soybean_106.jpg,strawberry_106.jpg,tomato_106.jpg,8.5
apple_107.jpg,blueberry_107.jpg,cherry_107.jpg,corn_107.jpg,gatekeeper_107.jpg,grape_107.jpg,orange_107.jpg,peach_107.jpg,pepper_107.jpg,potato_107.jpg,raspberry_107.jpg,soybean_107.jpg,strawberry_107.jpg,tomato_107.jpg,8.5
apple_108.jpg,blueberry_108.jpg,cherry_108.jpg,corn_108.jpg,gatekeeper_108.jpg,grape_108.jpg,orange_108.jpg,peach_108.jpg,pepper_108.jpg,potato_108.jpg,raspberry_108.jpg,soybean_108.jpg,strawberry_108.jpg,tomato_108.jpg,8.5
apple_109.jpg,blueberry_109.jpg,cherry_109.jpg,corn_109.jpg,gatekeeper_109.jpg,grape_109.jpg,orange_109.jpg,peach_109.jpg,pepper_109.jpg,potato_109.jpg,raspberry_109.jpg,soybean_109.jpg,strawberry_109.jpg,tomato_109.jpg,8.5
apple_110.jpg,blueberry_110.jpg,cherry_110.jpg,corn_110.jpg,gatekeeper_110.jpg,grape_110.jpg,orange_110.jpg,peach_110.jpg,pepper_110.jpg,potato_110.jpg,raspberry_110.jpg,soybean_110.jpg,strawberry_110.jpg,tomato_110.jpg,8.5
apple_111.jpg,blueberry_111.jpg,cherry_111.jpg,corn_111.jpg,gatekeeper_111.jpg,grape_111.jpg,orange_111.jpg,peach_111.jpg,pepper_111.jpg,potato_111.jpg,raspberry_111.jpg,soybean_111.jpg,strawberry_111.jpg,tomato_111.jpg,8.5
apple_112.jpg,blueberry_112.jpg,cherry_112.jpg,corn_112.jpg,gatekeeper_112.jpg,grape_112.jpg,orange_112.jpg,peach_112.jpg,pepper_112.jpg,potato_112.jpg,raspberry_112.jpg,soybean_112.jpg,strawberry_112.jpg,tomato_112.jpg,8.5
apple_113.jpg,blueberry_113.jpg,cherry_113.jpg,corn_113.jpg,gatekeeper_113.jpg,grape_113.jpg,orange_113.jpg,peach_113.jpg,pepper_113.jpg,potato_113.jpg,raspberry_113.jpg,soybean_113.jpg,strawberry_113.jpg,tomato_113.jpg,8.5
apple_114.jpg,blueberry_114.jpg,cherry_114.jpg,corn_114.jpg,gatekeeper_114.jpg,grape_114.jpg,orange_114.jpg,peach_114.jpg,pepper_114.jpg,potato_114.jpg,raspberry_114.jpg,soybean_114.jpg,strawberry_114.jpg,tomato_114.jpg,8.5
apple_115.jpg,blueberry_115.jpg,cherry_115.jpg,corn_115.jpg,gatekeeper_115.jpg,grape_115.jpg,orange_115.jpg,peach_115.jpg,pepper_115.jpg,potato_115.jpg,raspberry_115.jpg,soybean_115.jpg,strawberry_115.jpg,tomato_115.jpg,8.5
apple_116.jpg,blueberry_116.jpg,cherry_116.jpg,corn_116.jpg,gatekeeper_116.jpg,grape_116.jpg,orange_116.jpg,peach_116.jpg,pepper_116.jpg,potato_116.jpg,raspberry_116.jpg,soybean_116.jpg,strawberry_116.jpg,tomato_116.jpg,8.5
apple_117.jpg,blueberry_117.jpg,cherry_117.jpg,corn_117.jpg,gatekeeper_117.jpg,grape_117.jpg,orange_117.jpg,peach_117.jpg,pepper_117.jpg,potato_117.jpg,raspberry_117.jpg,soybean_117.jpg,strawberry_117.jpg,tomato_117.jpg,8.5
apple_118.jpg,blueberry_118.jpg,cherry_118.jpg,corn_118.jpg,gatekeeper_118.jpg,grape_118.jpg,orange_118.jpg,peach_118.jpg,pepper_118.jpg,potato_118.jpg,raspberry_118.jpg,soybean_118.jpg,strawberry_118.jpg,tomato_118.jpg,8.5
apple_119.jpg,blueberry_119.jpg,cherry_119.jpg,corn_119.jpg,gatekeeper_119.jpg,grape_119.jpg,orange_119.jpg,peach_119.jpg,pepper_119.jpg,potato_119.jpg,raspberry_119.jpg,soybean_119.jpg,strawberry_119.jpg,tomato_119.jpg,8.5
apple_120.jpg,blueberry_120.jpg,cherry_120.jpg,corn_120.jpg,gatekeeper_120.jpg,grape_120.jpg,orange_120.jpg,peach_120.jpg,pepper_120.jpg,potato_120.jpg,raspberry_120.jpg,soybean_120.jpg,strawberry_120.jpg,tomato_120.jpg,8.5
